android,accessibilityservice,AccessibilityService.MagnificationController,10,Used to control and query the state of display magnification.
android,accessibilityservice,AccessibilityService.SoftKeyboardController,5,"Used to control query and listen for changes to the soft keyboard show mode.
  
 Accessibility services may request to override the decisions normally made about whether or
 not the soft keyboard is shown.
  
 If multiple services make conflicting requests the last request is honored. A service may
 register a listener to find out if the mode has changed under it.
  
 If the user takes action to override the behavior behavior requested by an accessibility
 service the user's request takes precendence the show mode will be reset to
  AccessibilityService#SHOW_MODE_AUTO  and services will no longer be able to control
 that aspect of the soft keyboard's behavior.
  
 Note: Because soft keyboards are independent apps the framework does not have total control
 over their behavior. They may choose to show themselves or not without regard to requests
 made here. So the framework will make a best effort to deliver the behavior requested but
 cannot guarantee success."
android,accessibilityservice,AccessibilityServiceInfo,20,"This class describes an  AccessibilityService . The system notifies an
  AccessibilityService  for  AccessibilityEvent s
 according to the information encapsulated in this class."
android,accessibilityservice,FingerprintGestureController,3,"An  AccessibilityService  can capture gestures performed on a device's fingerprint
 sensor as long as the device has a sensor capable of detecting gestures.
  
 This capability must be declared by the service as
  AccessibilityServiceInfo#CAPABILITY_CAN_REQUEST_FINGERPRINT_GESTURES . It also requires
 the permission  Manifest.permission.USE_FINGERPRINT .
  
 Because capturing fingerprint gestures may have side effects services with the capability only
 capture gestures when  AccessibilityServiceInfo#FLAG_REQUEST_FINGERPRINT_GESTURES  is set.
  Note:  The fingerprint sensor is used for authentication in critical use cases
 so services must carefully design their user's experience when performing gestures on the sensor.
 When the sensor is in use by an app for example when authenticating or enrolling a user
 the sensor will not detect gestures. Services need to ensure that users understand when the
 sensor is in-use for authentication to prevent users from authenticating unintentionally when
 trying to interact with the service. They can use
  FingerprintGestureCallback#onGestureDetectionAvailabilityChanged(boolean)  to learn when
 gesture detection becomes unavailable.
  
 Multiple accessibility services may listen for fingerprint gestures simultaneously so services
 should provide a way for the user to disable the use of this feature so multiple services don't
 conflict with each other."
android,accessibilityservice,FingerprintGestureController.FingerprintGestureCallback,2,Class that is called back when fingerprint gestures are being used for accessibility.
android,accessibilityservice,GestureDescription,4,"Accessibility services with the
  R.styleable.AccessibilityService_canPerformGestures  property can dispatch
 gestures. This class describes those gestures. Gestures are made up of one or more strokes.
 Gestures are immutable once built.
  
 Spatial dimensions throughout are in screen pixels. Time is measured in milliseconds."
android,accessibilityservice,GestureDescription.StrokeDescription,5,Immutable description of stroke that can be part of a gesture.
android,accessibilityservice,GestureDescription.Builder,2,Builder for a  GestureDescription
android,app.assist,AssistContent,13,"Holds information about the content an application is viewing to hand to an
 assistant at the user's request.  This is filled in by
  Activity.onProvideAssistContent ."
android,app.assist,AssistStructure,8,"This API automatically creates assist data from the platform's
 implementation of assist and autofill.

  The structure is used for assist purposes when created by
  Activity.onProvideAssistData(Bundle)   View#onProvideStructure(ViewStructure) 
 or  View#onProvideVirtualStructure(ViewStructure) .

  The structure is also used for autofill purposes when created by
  View#onProvideAutofillStructure(ViewStructure int) 
 or  View#onProvideAutofillVirtualStructure(ViewStructure int) .

  For performance reasons some properties of the assist data might only be available for
 assist or autofill purposes. In those cases a property's availability will be documented
 in its javadoc.

  To learn about using Autofill in your app read the
  Autofill Framework  guides."
android,app.assist,AssistStructure.ViewNode,57,Describes a single view in the assist data.
android,app.assist,AssistStructure.WindowNode,7,Describes a window in the assist data.
android,animation,Animator,25,"This is the superclass for classes which provide basic support for animations which can be
 started ended and have  AnimatorListeners  added to them."
android,animation,AnimatorListenerAdapter,6,"This adapter class provides empty implementations of the methods from  Animator.AnimatorListener .
 Any custom listener that cares only about a subset of the methods of this listener can
 simply subclass this adapter class instead of implementing the interface directly."
android,animation,AnimatorSet,28,"This class plays a set of  Animator  objects in the specified order. Animations
 can be set up to play together in sequence or after a specified delay.

  There are two different approaches to adding animations to a  AnimatorSet :
 either the  AnimatorSet#playTogether(Animator[])  or
  AnimatorSet#playSequentially(Animator[])  methods can be called to add
 a set of animations all at once or the  AnimatorSet#play(Animator)  can be
 used in conjunction with methods in the  AnimatorSet.Builder 
 class to add animations
 one by one. It is possible to set up a  AnimatorSet  with circular dependencies between
 its animations. For example an animation a1 could be set up to start before animation a2 a2
 before a3 and a3 before a1. The results of this configuration are undefined but will typically
 result in none of the affected animations being played. Because of this (and because
 circular dependencies do not make logical sense anyway) circular dependencies
 should be avoided and the dependency flow of animations should only be in one direction."
android,animation,AnimatorSet.Builder,4,"The  Builder  object is a utility class to facilitate adding animations to a
  AnimatorSet  along with the relationships between the various animations. The
 intention of the  Builder  methods along with the  AnimatorSet#play(Animator)  method of  AnimatorSet  is to make it possible
 to express the dependency relationships of animations in a natural way. Developers can also
 use the  AnimatorSet#playTogether(Animator[])  and  AnimatorSet#playSequentially(Animator[])  methods if these suit the need
 but it might be easier in some situations to express the AnimatorSet of animations in pairs.
  The  Builder  object cannot be constructed directly but is rather constructed
 internally via a call to  AnimatorSet#play(Animator) . For example this sets up a AnimatorSet to play anim1 and anim2 at the same time anim3 to
 play when anim2 finishes and anim4 to play when anim3 finishes: 
     AnimatorSet s = new AnimatorSet();
     s.play(anim1).with(anim2);
     s.play(anim2).before(anim3);
     s.play(anim4).after(anim3);
  Note in the example that both  Builder#before(Animator)  and  Builder#after(Animator)  are used. These are just different ways of expressing the same
 relationship and are provided to make it easier to say things in a way that is more natural
 depending on the situation. It is possible to make several calls into the same  Builder  object to express
 multiple relationships. However note that it is only the animation passed into the initial
  AnimatorSet#play(Animator)  method that is the dependency in any of the successive
 calls to the  Builder  object. For example the following code starts both anim2
 and anim3 when anim1 ends; there is no direct dependency relationship between anim2 and
 anim3:
  
   AnimatorSet s = new AnimatorSet();
   s.play(anim1).before(anim2).before(anim3);
  
   AnimatorSet s = new AnimatorSet();
   s.play(anim1).before(anim2);
   s.play(anim2).before(anim3);
  Note that it is possible to express relationships that cannot be resolved and will not
 result in sensible results. For example  play(anim1).after(anim1)  makes no
 sense. In general circular dependencies like this one (or more indirect ones where a depends
 on b which depends on c which depends on a) should be avoided. Only create AnimatorSets
 that can boil down to a simple one-way relationship of animations starting with before and
 after other different animations."
android,animation,BidirectionalTypeConverter,2,"Abstract base class used convert type T to another type V and back again. This
 is necessary when the value types of in animation are different from the property
 type. BidirectionalTypeConverter is needed when only the final value for the
 animation is supplied to animators."
android,animation,FloatArrayEvaluator,1,"This evaluator can be used to perform type interpolation between  float[]  values.
 Each index into the array is treated as a separate value to interpolate. For example
 evaluating  {100 200}  and  {300 400}  will interpolate the value at
 the first index between 100 and 300 and the value at the second index value between 200 and 400."
android,animation,IntArrayEvaluator,1,"This evaluator can be used to perform type interpolation between  int[]  values.
 Each index into the array is treated as a separate value to interpolate. For example
 evaluating  {100 200}  and  {300 400}  will interpolate the value at
 the first index between 100 and 300 and the value at the second index value between 200 and 400."
android,animation,IntEvaluator,1,This evaluator can be used to perform type interpolation between  int  values.
android,animation,AnimatorInflater,2,"This class is used to instantiate animator XML files into Animator objects.
  
 For performance reasons inflation relies heavily on pre-processing of
 XML files that is done at build time. Therefore it is not currently possible
 to use this inflater with an XmlPullParser over a plain XML file at runtime;
 it only works with an XmlPullParser returned from a compiled resource (R.
  something  file.)"
android,animation,ArgbEvaluator,1,"This evaluator can be used to perform type interpolation between integer
 values that represent ARGB colors."
android,animation,FloatEvaluator,1,This evaluator can be used to perform type interpolation between  float  values.
android,animation,Keyframe,15,"This class holds a time/value pair for an animation. The Keyframe class is used
 by  ValueAnimator  to define the values that the animation target will have over the course
 of the animation. As the time proceeds from one keyframe to the other the value of the
 target object will animate between the value at the previous keyframe and the value at the
 next keyframe. Each keyframe also holds an optional  TimeInterpolator 
 object which defines the time interpolation over the intervalue preceding the keyframe.

  The Keyframe class itself is abstract. The type-specific factory methods will return
 a subclass of Keyframe specific to the type of value being stored. This is done to improve
 performance when dealing with the most common cases (e.g.  float  and
  int  values). Other types will fall into a more general Keyframe class that
 treats its values as Objects. Unless your animation requires dealing with a custom type
 or a data structure that needs to be animated directly (and evaluated using an implementation
 of  TypeEvaluator ) you should stick to using float and int as animations using those
 types have lower runtime overhead than other types."
android,animation,LayoutTransition,26,"This class enables automatic animations on layout changes in ViewGroup objects. To enable
 transitions for a layout container create a LayoutTransition object and set it on any
 ViewGroup by calling  ViewGroup#setLayoutTransition(LayoutTransition) . This will cause
 default animations to run whenever items are added to or removed from that container. To specify
 custom animations use the  LayoutTransition#setAnimator(int Animator)  method.

  One of the core concepts of these transition animations is that there are two types of
 changes that cause the transition and four different animations that run because of
 those changes. The changes that trigger the transition are items being added to a container
 (referred to as an ""appearing"" transition) or removed from a container (also known as
 ""disappearing""). Setting the visibility of views (between GONE and VISIBLE) will trigger
 the same add/remove logic. The animations that run due to those events are one that animates
 items being added one that animates items being removed and two that animate the other
 items in the container that change due to the add/remove occurrence. Users of
 the transition may want different animations for the changing items depending on whether
 they are changing due to an appearing or disappearing event so there is one animation for
 each of these variations of the changing event. Most of the API of this class is concerned
 with setting up the basic properties of the animations used in these four situations
 or with setting up custom animations for any or all of the four. By default the DISAPPEARING animation begins immediately as does the CHANGE_APPEARING
 animation. The other animations begin after a delay that is set to the default duration
 of the animations. This behavior facilitates a sequence of animations in transitions as
 follows: when an item is being added to a layout the other children of that container will
 move first (thus creating space for the new item) then the appearing animation will run to
 animate the item being added. Conversely when an item is removed from a container the
 animation to remove it will run first then the animations of the other children in the
 layout will run (closing the gap created in the layout when the item was removed). If this
 default choreography behavior is not desired the  setDuration(int long)  and
  setStartDelay(int long)  of any or all of the animations can be changed as
 appropriate. Keep in mind however that if you start an APPEARING animation before a
 DISAPPEARING animation is completed the DISAPPEARING animation stops and any effects from
 the DISAPPEARING animation are reverted. If you instead start a DISAPPEARING animation
 before an APPEARING animation is completed a similar set of effects occurs for the
 APPEARING animation. The animations specified for the transition both the defaults and any custom animations
 set on the transition object are templates only. That is these animations exist to hold the
 basic animation properties such as the duration start delay and properties being animated.
 But the actual target object as well as the start and end values for those properties are
 set automatically in the process of setting up the transition each time it runs. Each of the
 animations is cloned from the original copy and the clone is then populated with the dynamic
 values of the target being animated (such as one of the items in a layout container that is
 moving as a result of the layout event) as well as the values that are changing (such as the
 position and size of that object). The actual values that are pushed to each animation
 depends on what properties are specified for the animation. For example the default
 CHANGE_APPEARING animation animates the  left   top   right 
  bottom   scrollX  and  scrollY  properties.
 Values for these properties are updated with the pre- and post-layout
 values when the transition begins. Custom animations will be similarly populated with
 the target and values being animated assuming they use ObjectAnimator objects with
 property names that are known on the target object. This class and the associated XML flag for containers animateLayoutChanges=""true""
 provides a simple utility meant for automating changes in straightforward situations.
 Using LayoutTransition at multiple levels of a nested view hierarchy may not work due to the
 interrelationship of the various levels of layout. Also a container that is being scrolled
 at the same time as items are being added or removed is probably not a good candidate for
 this utility because the before/after locations calculated by LayoutTransition
 may not match the actual locations when the animations finish due to the container
 being scrolled as the animations are running. You can work around that
 particular issue by disabling the 'changing' animations by setting the CHANGE_APPEARING
 and CHANGE_DISAPPEARING animations to null and setting the startDelay of the
 other animations appropriately."
android,animation,ObjectAnimator,37,"This subclass of  ValueAnimator  provides support for animating properties on target objects.
 The constructors of this class take parameters to define the target object that will be animated
 as well as the name of the property that will be animated. Appropriate set/get functions
 are then determined internally and the animation will call these functions as necessary to
 animate the property.

  Animators can be created from either code or resource files as shown here: <objectAnimator xmlns:android=""http://schemas.android.com/apk/res/android""
    android:duration=""1000""
    android:valueTo=""200""
    android:valueType=""floatType""
    android:propertyName=""y""
    android:repeatCount=""1""
    android:repeatMode=""reverse""/> Starting from API 23 it is possible to use  PropertyValuesHolder  and
  Keyframe  in resource files to create more complex animations. Using PropertyValuesHolders
 allows animators to animate several properties in parallel as shown in this sample: <objectAnimator xmlns:android=""http://schemas.android.com/apk/res/android""
                android:duration=""1000""
                android:repeatCount=""1""
                android:repeatMode=""reverse"">
    <propertyValuesHolder android:propertyName=""x"" android:valueTo=""400""/>
    <propertyValuesHolder android:propertyName=""y"" android:valueTo=""200""/>
</objectAnimator> Using Keyframes allows animations to follow more complex paths from the start
 to the end values. Note that you can specify explicit fractional values (from 0 to 1) for
 each keyframe to determine when in the overall duration the animation should arrive at that
 value. Alternatively you can leave the fractions off and the keyframes will be equally
 distributed within the total duration. Also a keyframe with no value will derive its value
 from the target object when the animator starts just like animators with only one
 value specified. In addition an optional interpolator can be specified. The interpolator will
 be applied on the interval between the keyframe that the interpolator is set on and the previous
 keyframe. When no interpolator is supplied the default  AccelerateDecelerateInterpolator 
 will be used.  <propertyValuesHolder android:propertyName=""x"" >
    <keyframe android:fraction=""0"" android:value=""800"" />
    <keyframe android:fraction="".2""
              android:interpolator=""@android:anim/accelerate_interpolator""
              android:value=""1000"" />
    <keyframe android:fraction=""1""
              android:interpolator=""@android:anim/accelerate_interpolator""
              android:value=""400"" />
</propertyValuesHolder>
<propertyValuesHolder android:propertyName=""y"" >
    <keyframe/>
    <keyframe android:fraction="".2""
              android:interpolator=""@android:anim/accelerate_interpolator""
              android:value=""300""/>
    <keyframe android:interpolator=""@android:anim/accelerate_interpolator""
              android:value=""1000"" />
</propertyValuesHolder>"
android,animation,PointFEvaluator,1,This evaluator can be used to perform type interpolation between  PointF  values.
android,animation,PropertyValuesHolder,30,"This class holds information about a property and the values that that property
 should take on during an animation. PropertyValuesHolder objects can be used to create
 animations with ValueAnimator or ObjectAnimator that operate on several different properties
 in parallel."
android,animation,RectEvaluator,1,This evaluator can be used to perform type interpolation between  Rect  values.
android,animation,StateListAnimator,3,"Lets you define a number of Animators that will run on the attached View depending on the View's
 drawable state.
  
 It can be defined in an XML file with the  <selector>  element.
 Each State Animator is defined in a nested  <item>  element."
android,animation,ValueAnimator,44,"This class provides a simple timing engine for running animations
 which calculate animated values and set them on target objects.

  There is a single timing pulse that all animations use. It runs in a
 custom handler to ensure that property changes happen on the UI thread. By default ValueAnimator uses non-linear time interpolation via the
  AccelerateDecelerateInterpolator  class which accelerates into and decelerates
 out of an animation. This behavior can be changed by calling
  ValueAnimator#setInterpolator(TimeInterpolator) . Animators can be created from either code or resource files. Here is an example
 of a ValueAnimator resource file: <animator xmlns:android=""http://schemas.android.com/apk/res/android""
    android:duration=""1000""
    android:valueFrom=""1""
    android:valueTo=""0""
    android:valueType=""floatType""
    android:repeatCount=""1""
    android:repeatMode=""reverse""/> Starting from API 23 it is also possible to use a combination of  PropertyValuesHolder 
 and  Keyframe  resource tags to create a multi-step animation.
 Note that you can specify explicit fractional values (from 0 to 1) for
 each keyframe to determine when in the overall duration the animation should arrive at that
 value. Alternatively you can leave the fractions off and the keyframes will be equally
 distributed within the total duration: <animator xmlns:android=""http://schemas.android.com/apk/res/android""
          android:duration=""1000""
          android:repeatCount=""1""
          android:repeatMode=""reverse"">
    <propertyValuesHolder>
        <keyframe android:fraction=""0"" android:value=""1""/>
        <keyframe android:fraction="".2"" android:value="".4""/>
        <keyframe android:fraction=""1"" android:value=""0""/>
    </propertyValuesHolder>
</animator>"
android,animation,TimeAnimator,3,"This class provides a simple callback mechanism to listeners that is synchronized with all
 other animators in the system. There is no duration interpolation or object value-setting
 with this Animator. Instead it is simply started after which it proceeds to send out events
 on every animation frame to its TimeListener (if set) with information about this animator
 the total elapsed time and the elapsed time since the previous animation frame."
android,animation,TypeConverter,1,"Abstract base class used convert type T to another type V. This
 is necessary when the value types of in animation are different
 from the property type."
android,app.admin,ConnectEvent,5,"A class that represents a TCP connect event initiated through the standard network stack.

  It contains information about the originating app as well as the remote TCP endpoint.

  Support both IPv4 and IPv6 connections."
android,app.admin,DelegatedAdminReceiver,3,"Base class for delegated apps to handle callbacks related to their delegated capabilities.

  Delegated apps are apps that receive additional capabilities from the profile owner or
 device owner apps. Some of these capabilities involve the framework calling into the apps.
 To receive these callbacks delegated apps should subclass this class and override the
 appropriate methods here. The subclassed receiver needs to be published in the app's
 manifest with appropriate intent filters to mark which callbacks the receiver is interested
 in. An app can have multiple receivers as long as they listen for disjoint set of callbacks.
 For the manifest definitions it must be protected by the
  Manifest.permission.BIND_DEVICE_ADMIN  permission to ensure only
 the system can trigger these callbacks.

  The callback methods happen on the main thread of the process.  Thus long running
 operations must be done on another thread.  Note that because a receiver
 is done once returning from its onReceive function such long-running operations
 should probably be done in a  Service ."
android,app.admin,DeviceAdminInfo,15,"This class is used to specify meta information of a device administrator
 component."
android,app.admin,DeviceAdminReceiver,32,"Base class for implementing a device administration component.  This
 class provides a convenience for interpreting the raw intent actions
 that are sent by the system.

  The callback methods like the base
  BroadcastReceiver#onReceive(Context Intent) 
 method happen on the main thread of the process.  Thus long running
 operations must be done on another thread.  Note that because a receiver
 is done once returning from its receive function such long-running operations
 should probably be done in a  Service .

  When publishing your DeviceAdmin subclass as a receiver it must
 handle  ACTION_DEVICE_ADMIN_ENABLED  and require the
  Manifest.permission.BIND_DEVICE_ADMIN  permission.  A typical
 manifest entry would look like: <receiver android:name="".app.DeviceAdminSample$DeviceAdminSampleReceiver""
        android:label=""@string/sample_device_admin""
        android:description=""@string/sample_device_admin_description""
        android:permission=""android.permission.BIND_DEVICE_ADMIN"">
    <meta-data android:name=""android.app.device_admin""
               android:resource=""@xml/device_admin_sample"" />
    <intent-filter>
        <action android:name=""android.app.action.DEVICE_ADMIN_ENABLED"" />
    </intent-filter>
</receiver>
<receiver android:name="".app.DeviceAdminSample$DeviceAdminSampleReceiver2""
    android:label=""@string/sample_device_admin2""
    android:description=""@string/sample_device_admin_description2""
    android:permission=""android.permission.BIND_DEVICE_ADMIN"">
    <meta-data android:name=""android.app.device_admin""
        android:resource=""@xml/device_admin_sample"" />
    <intent-filter>
        <action android:name=""android.app.action.DEVICE_ADMIN_ENABLED"" />
    </intent-filter>
</receiver> The meta-data referenced here provides addition information specific
 to the device administrator as parsed by the  DeviceAdminInfo  class.
 A typical file would be: <device-admin xmlns:android=""http://schemas.android.com/apk/res/android"">
    <uses-policies>
        <limit-password />
        <watch-login />
        <reset-password />
        <force-lock />
        <wipe-data />
        <expire-password />
        <encrypted-storage />
        <disable-camera />
        <disable-keyguard-features />
    </uses-policies>
</device-admin>"
android,app.admin,DeviceAdminService,1,"Base class for a service that device owner/profile owners can optionally have.

  The system searches for it with an intent filter with the
  DevicePolicyManager#ACTION_DEVICE_ADMIN_SERVICE  action and tries to keep a bound
 connection as long as the hosting user is running so that the device/profile owner is always
 considered to be in the foreground.  This is useful to receive implicit broadcasts that
 can no longer be received by manifest receivers by apps targeting Android version
  Build.VERSION_CODES.O .  Device/profile owners can use a runtime-registered
 broadcast receiver instead and have a  DeviceAdminService  so that the process is always
 running.

  Device/profile owners can use
  PackageManager.setComponentEnabledSetting(ComponentName int int) 
 to disable/enable its own service.  For example when a device/profile owner no longer needs
 to be in the foreground it can (and should) disable its service.

  The service must be protected with the permission
  Manifest.permission.BIND_DEVICE_ADMIN .  Otherwise the system would ignore it.

  When the owner process crashes the service will be re-bound automatically after a
 back-off.

  Note the process may still be killed if the system is under heavy memory pressure in which
 case the process will be re-started later."
android,app.admin,DevicePolicyManager,214,"Public interface for managing policies enforced on a device. Most clients of this class must be
 registered with the system as a  device
 administrator . Additionally a device administrator may be registered as either a profile or
 device owner. A given method is accessible to all device administrators unless the documentation
 for that method specifies that it is restricted to either device or profile owners. Any
 application calling an api may only pass as an argument a device administrator component it
 owns. Otherwise a  SecurityException  will be thrown."
android,app.admin,DevicePolicyManager.InstallSystemUpdateCallback,1,"Callback used in  DevicePolicyManager.installSystemUpdate(ComponentName Uri Executor DevicePolicyManager.InstallSystemUpdateCallback)  to indicate that there was an error while
 trying to install an update."
